C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_37_957.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_37_957.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_37_957.jpg,0,0,0,8.072271E-06
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_071.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_071.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_071.jpg,0,0,0,1.337405E-05
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_183.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_183.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_183.jpg,0,0,0,1.590235E-06
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_295.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_295.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_295.jpg,0,0,0,2.812305E-06
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_408.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_408.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_408.jpg,0,0,0,2.020206E-06
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_519.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_519.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_519.jpg,0,0,0,1.553797E-05
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_629.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_629.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_629.jpg,0,0,0,1.044626E-05
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_737.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_737.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_737.jpg,0,0,0,1.097834E-05
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_866.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_866.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_866.jpg,0,0.3519546,0,0.3312581
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_38_974.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_38_974.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_38_974.jpg,-0.15,0.682403,0,1.174026
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_086.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_086.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_086.jpg,-0.4,1,0,2.313705
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_190.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_190.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_190.jpg,-0.7,1,0,3.687022
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_306.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_306.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_306.jpg,-1,1,0,4.998767
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_414.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_414.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_414.jpg,0,1,0,6.039263
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_528.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_528.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_528.jpg,0,1,0,7.411202
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_639.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_639.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_639.jpg,-0.25,1,0,8.528921
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_754.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_754.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_754.jpg,0,1,0,9.868799
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_825.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_825.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_825.jpg,0,1,0,10.75644
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_39_921.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_39_921.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_39_921.jpg,0,1,0,11.46974
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_046.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_046.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_046.jpg,-0.15,1,0,12.966
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_163.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_163.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_163.jpg,-0.45,1,0,13.97055
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_268.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_268.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_268.jpg,0,1,0,15.24019
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_373.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_373.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_373.jpg,-0.15,1,0,16.44567
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_488.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_488.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_488.jpg,-0.45,1,0,17.62292
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_599.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_599.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_599.jpg,-0.7,1,0,18.3357
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_714.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_714.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_714.jpg,0,1,0,19.54591
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_827.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_827.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_827.jpg,0,1,0,20.75034
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_40_940.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_40_940.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_40_940.jpg,-0.15,1,0,21.77012
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_41_051.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_41_051.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_41_051.jpg,-0.45,1,0,22.84149
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_41_167.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_41_167.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_41_167.jpg,0,1,0,23.98709
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_41_284.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_41_284.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_41_284.jpg,0,1,0,25.14315
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_41_391.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_41_391.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_41_391.jpg,-0.15,1,0,26.09134
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_41_503.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_41_503.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_41_503.jpg,-0.4,1,0,26.94664
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_41_615.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_41_615.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_41_615.jpg,0,1,0,28.05457
C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\center_2019_12_20_10_04_41_727.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\left_2019_12_20_10_04_41_727.jpg,C:\Users\amanv\Documents\ai&mlclass\self driving\IMG\right_2019_12_20_10_04_41_727.jpg,0,1,0,29.16338
